ID=#000 ask | Word=ask | Type=Cluster Reduction | Expected=æ,s,k -> Child=æ,k | Detail=/s/ deleted (-> Ø) in cluster | ExpectedPos=Final | Detected=Cluster Reduction | Positions=['Final'] | Details=['/s/ deleted (-> Ø) in cluster'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) in cluster | Logic=detection/detectors/deletion.py:17 (detect_cluster_reduction) | Status=Flagged Error
ID=#143 yawn | Word=yawn | Type=Initial Consonant Deletion | Expected=j,ɔ,n -> Child=ɔ,n | Detail=/j/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/j/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/j/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#144 yum | Word=yum | Type=Initial Consonant Deletion | Expected=j,ʌ,m -> Child=ʌ,m | Detail=/j/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/j/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/j/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#145 zap | Word=zap | Type=Initial Consonant Deletion | Expected=z,æ,p -> Child=æ,p | Detail=/z/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/z/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#146 zeal | Word=zeal | Type=Initial Consonant Deletion | Expected=z,i,l -> Child=i,l | Detail=/z/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/z/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#147 zip | Word=zip | Type=Initial Consonant Deletion | Expected=z,ɪ,p -> Child=ɪ,p | Detail=/z/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/z/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#148 zoo | Word=zoo | Type=Initial Consonant Deletion | Expected=z,u -> Child=u | Detail=/z/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/z/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#149 zoom | Word=zoom | Type=Initial Consonant Deletion | Expected=z,u,m -> Child=u,m | Detail=/z/ deleted (-> Ø) word-initially | ExpectedPos=Initial | Detected=Initial Consonant Deletion | Positions=['Initial'] | Details=['/z/ deleted (-> Ø) word-initially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-initially | Logic=detection/detectors/deletion.py:61 (detect_initial_consonant_deletion) | Status=Flagged Error
ID=#150 baby | Word=baby | Type=Medial Consonant Deletion | Expected=b,eɪ,b,i -> Child=b,eɪ,i | Detail=/b/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/b/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#151 bicycle | Word=bicycle | Type=Medial Consonant Deletion | Expected=b,aɪ,s,ɪ,k,ə,l -> Child=b,aɪ,ɪ,k,ə,l | Detail=/s/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/s/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#152 button | Word=button | Type=Medial Consonant Deletion | Expected=b,ʌ,t,ə,n -> Child=b,ʌ,ə,n | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#153 cabin | Word=cabin | Type=Medial Consonant Deletion | Expected=k,æ,b,ɪ,n -> Child=k,æ,ɪ,n | Detail=/b/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/b/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#154 camera | Word=camera | Type=Medial Consonant Deletion | Expected=k,æ,m,ə,r,ə -> Child=k,æ,ə,r,ə | Detail=/m/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/m/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/m/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#155 chosen | Word=chosen | Type=Medial Consonant Deletion | Expected=tʃ,oʊ,z,ə,n -> Child=tʃ,oʊ,ə,n | Detail=/z/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/z/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#156 clover | Word=clover | Type=Medial Consonant Deletion | Expected=k,l,oʊ,v,ə,r -> Child=k,l,oʊ,ə,r | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#157 cookie | Word=cookie | Type=Medial Consonant Deletion | Expected=k,ʊ,k,i -> Child=k,ʊ,i | Detail=/k/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/k/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/k/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#158 diner | Word=diner | Type=Medial Consonant Deletion | Expected=d,aɪ,n,ə,r -> Child=d,aɪ,ə,r | Detail=/n/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/n/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/n/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#159 fever | Word=fever | Type=Medial Consonant Deletion | Expected=f,i,v,ə,r -> Child=f,i,ə,r | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#160 given | Word=given | Type=Medial Consonant Deletion | Expected=ɡ,ɪ,v,ə,n -> Child=ɡ,ɪ,ə,n | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#161 hiker | Word=hiker | Type=Medial Consonant Deletion | Expected=h,aɪ,k,ə,r -> Child=h,aɪ,ə,r | Detail=/k/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/k/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/k/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#162 hobby | Word=hobby | Type=Medial Consonant Deletion | Expected=h,ɑ,b,i -> Child=h,ɑ,i | Detail=/b/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/b/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#163 hotel | Word=hotel | Type=Medial Consonant Deletion | Expected=h,oʊ,t,ɛ,l -> Child=h,oʊ,ɛ,l | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#164 kitten | Word=kitten | Type=Medial Consonant Deletion | Expected=k,ɪ,t,ə,n -> Child=k,ɪ,ə,n | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#165 ladder | Word=ladder | Type=Medial Consonant Deletion | Expected=l,æ,d,ə,r -> Child=l,æ,ə,r | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#166 lady | Word=lady | Type=Medial Consonant Deletion | Expected=l,eɪ,d,i -> Child=l,eɪ,i | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#167 later | Word=later | Type=Medial Consonant Deletion | Expected=l,eɪ,t,ə,r -> Child=l,eɪ,ə,r | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#168 lazy | Word=lazy | Type=Medial Consonant Deletion | Expected=l,eɪ,z,i -> Child=l,eɪ,i | Detail=/z/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/z/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#169 legal | Word=legal | Type=Medial Consonant Deletion | Expected=l,i,ɡ,ə,l -> Child=l,i,ə,l | Detail=/ɡ/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/ɡ/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#170 loafer | Word=loafer | Type=Medial Consonant Deletion | Expected=l,oʊ,f,ə,r -> Child=l,oʊ,ə,r | Detail=/f/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/f/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/f/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#171 motel | Word=motel | Type=Medial Consonant Deletion | Expected=m,oʊ,t,ɛ,l -> Child=m,oʊ,ɛ,l | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#172 motor | Word=motor | Type=Medial Consonant Deletion | Expected=m,oʊ,t,ə,r -> Child=m,oʊ,ə,r | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#173 music | Word=music | Type=Medial Consonant Deletion | Expected=m,j,u,z,ɪ,k -> Child=m,j,u,ɪ,k | Detail=/z/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/z/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#174 never | Word=never | Type=Medial Consonant Deletion | Expected=n,ɛ,v,ə,r -> Child=n,ɛ,ə,r | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#175 open | Word=open | Type=Medial Consonant Deletion | Expected=oʊ,p,ə,n -> Child=oʊ,ə,n | Detail=/p/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/p/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#176 oven | Word=oven | Type=Medial Consonant Deletion | Expected=ʌ,v,ə,n -> Child=ʌ,ə,n | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#177 paper | Word=paper | Type=Medial Consonant Deletion | Expected=p,eɪ,p,ə,r -> Child=p,eɪ,ə,r | Detail=/p/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/p/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#178 pony | Word=pony | Type=Medial Consonant Deletion | Expected=p,oʊ,n,i -> Child=p,oʊ,i | Detail=/n/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/n/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/n/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#179 radio | Word=radio | Type=Medial Consonant Deletion | Expected=r,eɪ,d,i,oʊ -> Child=r,eɪ,i,oʊ | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#180 risen | Word=risen | Type=Medial Consonant Deletion | Expected=r,ɪ,z,ə,n -> Child=r,ɪ,ə,n | Detail=/z/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/z/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/z/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#181 robot | Word=robot | Type=Medial Consonant Deletion | Expected=r,oʊ,b,ɑ,t -> Child=r,oʊ,ɑ,t | Detail=/b/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/b/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#182 rover | Word=rover | Type=Medial Consonant Deletion | Expected=r,oʊ,v,ə,r -> Child=r,oʊ,ə,r | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#183 ruler | Word=ruler | Type=Medial Consonant Deletion | Expected=r,u,l,ə,r -> Child=r,u,ə,r | Detail=/l/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/l/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/l/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#184 scuba | Word=scuba | Type=Medial Consonant Deletion | Expected=s,k,u,b,ə -> Child=s,k,u,ə | Detail=/b/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/b/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#185 seven | Word=seven | Type=Medial Consonant Deletion | Expected=s,ɛ,v,ə,n -> Child=s,ɛ,ə,n | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#186 shady | Word=shady | Type=Medial Consonant Deletion | Expected=ʃ,eɪ,d,i -> Child=ʃ,eɪ,i | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#187 soda | Word=soda | Type=Medial Consonant Deletion | Expected=s,oʊ,d,ə -> Child=s,oʊ,ə | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#188 spider | Word=spider | Type=Medial Consonant Deletion | Expected=s,p,aɪ,d,ə,r -> Child=s,p,aɪ,ə,r | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#189 table | Word=table | Type=Medial Consonant Deletion | Expected=t,eɪ,b,ə,l -> Child=t,eɪ,ə,l | Detail=/b/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/b/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/b/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#190 taken | Word=taken | Type=Medial Consonant Deletion | Expected=t,eɪ,k,ə,n -> Child=t,eɪ,ə,n | Detail=/k/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/k/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/k/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#191 tidy | Word=tidy | Type=Medial Consonant Deletion | Expected=t,aɪ,d,i -> Child=t,aɪ,i | Detail=/d/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/d/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/d/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#192 tiger | Word=tiger | Type=Medial Consonant Deletion | Expected=t,aɪ,ɡ,ə,r -> Child=t,aɪ,ə,r | Detail=/ɡ/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/ɡ/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#193 topic | Word=topic | Type=Medial Consonant Deletion | Expected=t,ɑ,p,ɪ,k -> Child=t,ɑ,ɪ,k | Detail=/p/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/p/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/p/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#194 voter | Word=voter | Type=Medial Consonant Deletion | Expected=v,oʊ,t,ə,r -> Child=v,oʊ,ə,r | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#195 wagon | Word=wagon | Type=Medial Consonant Deletion | Expected=w,æ,ɡ,ə,n -> Child=w,æ,ə,n | Detail=/ɡ/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/ɡ/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#196 water | Word=water | Type=Medial Consonant Deletion | Expected=w,ɔ,t,ə,r -> Child=w,ɔ,ə,r | Detail=/t/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/t/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/t/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#197 woven | Word=woven | Type=Medial Consonant Deletion | Expected=w,oʊ,v,ə,n -> Child=w,oʊ,ə,n | Detail=/v/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/v/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/v/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#198 yellow | Word=yellow | Type=Medial Consonant Deletion | Expected=j,ɛ,l,oʊ -> Child=j,ɛ,oʊ | Detail=/l/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/l/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/l/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#199 yoga | Word=yoga | Type=Medial Consonant Deletion | Expected=j,oʊ,ɡ,ə -> Child=j,oʊ,ə | Detail=/ɡ/ deleted (-> Ø) word-medially | ExpectedPos=Medial | Detected=Medial Consonant Deletion | Positions=['Medial'] | Details=['/ɡ/ deleted (-> Ø) word-medially'] | WhatWentWrong=None | ExpectedDetail=/ɡ/ deleted (-> Ø) word-medially | Logic=detection/detectors/deletion.py:82 (detect_medial_consonant_deletion) | Status=Flagged Error
ID=#200 back | Word=back | Type=Fronting | Expected=b,æ,k -> Child=b,æ,t | Detail=/k/ -> [t] | ExpectedPos=Final | Detected=Fronting | Positions=['Final'] | Details=['/k/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/k/ -> [t] | Logic=detection/detectors/substitution.py:141 (is_fronting) | Status=Flagged Error
ID=#201 beige | Word=beige | Type=Fronting | Expected=b,eɪ,ʒ -> Child=b,eɪ,z | Detail=/ʒ/ -> [z] | ExpectedPos=Final | Detected=Fronting | Positions=['Final'] | Details=['/ʒ/ -> [z]'] | WhatWentWrong=None | ExpectedDetail=/ʒ/ -> [z] | Logic=detection/detectors/substitution.py:141 (is_fronting) | Status=Flagged Error
